employee_id,burnout_level,burnout_score,employee_feedback,clean_feedback,themes
26117,Low,2.9,"From my experience, Leadership is approachable and encourages open communication. I feel valued as part of a positive and productive team.",from my leadership is approachable and encourages open communication i feel valued as part of a positive and productive team,Management
83737,Low,0.0,"Lately, My work allows me to continuously improve my technical and professional skills. Recently, I have felt less motivated and engaged with my work. I enjoy working with my colleagues and feel comfortable sharing ideas.",my work allows me to continuously improve my technical and professional skills i have felt less motivated and engaged with my work i enjoy working with my colleagues and feel comfortable sharing ideas,
14297,Low,2.5,"Over the past few months, I feel that my role provides excellent opportunities for professional growth. I feel valued as part of a positive and productive team.",over the few i feel that my role provides excellent opportunities for professional growth i feel valued as part of a positive and productive team,
6152,Moderate,4.4,"From my experience, I occasionally struggle to feel fully rested before work. Some projects create periods of increased stress and responsibility. The work feels less rewarding than it previously did. I sometimes find it difficult to maintain a healthy work-life balance. The pace of work can become challenging during busy periods.",from my i occasionally struggle to feel fully rested before work some projects create periods of increased stress and responsibility the work feels less rewarding than it previously did i sometimes find it difficult to maintain a healthy worklife balance the pace of work can become challenging during busy periods,"Workload, Sleep, Stress, Work-Life Balance"
60692,Low,0.2,"Over time, I feel valued as part of a positive and productive team. I am satisfied with the learning opportunities available within the organization. The work feels less rewarding than it previously did.",over time i feel valued as part of a positive and productive team i am satisfied with the learning opportunities available within the organization the work feels less rewarding than it previously did,
11314,Severe,10.0,"From my experience, Communication from management could be improved. The constant pressure has significantly affected my energy levels. Managing current responsibilities has become increasingly stressful. Lack of sleep has made it difficult to maintain focus throughout the day. I find it difficult to disconnect from work after office hours.",from my communication from management could be improved the constant pressure has significantly affected my energy levels managing current responsibilities has become increasingly stressful lack of sleep has made it difficult to maintain focus throughout the day i find it difficult to disconnect from work after office hours,"Workload, Sleep, Stress, Management, Work-Life Balance"
75448,Moderate,3.8,"Over time, I feel that my role provides excellent opportunities for professional growth. I enjoy the challenges that come with my position.",over time i feel that my role provides excellent opportunities for professional growth i enjoy the challenges that come with my position,
31221,Low,3.5,"In my current role, Team members are willing to help each other when challenges arise. I am satisfied with the learning opportunities available within the organization.",in my current role team members are willing to help each other when challenges arise i am satisfied with the learning opportunities available within the organization,
9837,Severe,10.0,"Lately, The workload has become overwhelming and difficult to sustain. Persistent stress is affecting both my motivation and wellbeing.",the workload has become overwhelming and difficult to sustain persistent stress is affecting both my motivation and wellbeing,"Workload, Stress"
38443,Moderate,4.1,"From my experience, Some weeks require significantly more effort than others. Some projects create periods of increased stress and responsibility. Work responsibilities occasionally spill into personal time.",from my some weeks require significantly more effort than others some projects create periods of increased stress and responsibility work responsibilities occasionally spill into personal time,"Workload, Stress, Work-Life Balance"
94058,Severe,7.2,"Recently, The constant pressure has significantly affected my energy levels. Managing current responsibilities has become increasingly stressful.",the constant pressure has significantly affected my energy levels managing current responsibilities has become increasingly stressful,"Workload, Sleep, Stress"
57274,Severe,8.8,"In my current role, The workload has become overwhelming and difficult to sustain. Work responsibilities regularly extend into my personal time. Persistent stress is affecting both my motivation and wellbeing.",in my current role the workload has become overwhelming and difficult to sustain work responsibilities regularly extend into my personal time persistent stress is affecting both my motivation and wellbeing,"Workload, Stress, Work-Life Balance"
63260,Severe,8.6,"Lately, It is difficult to raise concerns when workload becomes excessive. I have noticed increasing signs of burnout over the past few months. I frequently feel anxious about upcoming deadlines.",it is difficult to raise concerns when workload becomes excessive i have noticed increasing signs of burnout over the few i frequently feel anxious about upcoming deadlines,"Workload, Stress"
78056,High,6.7,"In my current role, Project deadlines can occasionally create additional pressure. Some projects create periods of increased stress and responsibility. My overall job satisfaction has declined over time. Busy work schedules can impact my sleep routine.",in my current role project deadlines can occasionally create additional pressure some projects create periods of increased stress and responsibility my overall job satisfaction has declined over time busy work schedules can impact my sleep routine,"Workload, Sleep, Stress"
41302,Moderate,4.2,"Over time, My overall job satisfaction has declined over time. I occasionally feel pressure when managing multiple priorities. Some weeks require significantly more effort than others. I occasionally struggle to feel fully rested before work.",over time my overall job satisfaction has declined over time i occasionally feel pressure when managing multiple priorities some weeks require significantly more effort than others i occasionally struggle to feel fully rested before work,"Workload, Sleep, Stress"
92699,High,6.4,"Recently, Meeting deadlines can occasionally be stressful. Some weeks require significantly more effort than others. The work feels less rewarding than it previously did.",meeting deadlines can occasionally be stressful some weeks require significantly more effort than others the work feels less rewarding than it previously did,"Workload, Stress"
42207,Low,0.0,"In my current role, I can generally balance work responsibilities with personal commitments. Team members are willing to help each other when challenges arise. My overall job satisfaction has declined over time.",in my current role i can generally balance work responsibilities with personal commitments team members are willing to help each other when challenges arise my overall job satisfaction has declined over time,Work-Life Balance
56025,Severe,7.6,"Lately, The constant pressure has significantly affected my energy levels. Managing current responsibilities has become increasingly stressful. The work feels less rewarding than it previously did.",the constant pressure has significantly affected my energy levels managing current responsibilities has become increasingly stressful the work feels less rewarding than it previously did,"Workload, Sleep, Stress"
31841,Severe,10.0,"In my current role, Persistent stress is affecting both my motivation and wellbeing. The workload has become overwhelming and difficult to sustain.",in my current role persistent stress is affecting both my motivation and wellbeing the workload has become overwhelming and difficult to sustain,"Workload, Stress"
1567,Moderate,4.1,"From my experience, Some projects create periods of increased stress and responsibility. There are periods when workload becomes difficult to manage.",from my some projects create periods of increased stress and responsibility there are periods when workload becomes difficult to manage,"Workload, Stress"
98953,Severe,7.1,"Lately, The workload has become overwhelming and difficult to sustain. My overall job satisfaction has declined over time. The pressure to meet expectations has become mentally draining. Poor sleep is affecting my concentration and productivity.",the workload has become overwhelming and difficult to sustain my overall job satisfaction has declined over time the pressure to meet expectations has become mentally draining poor sleep is affecting my concentration and productivity,"Workload, Sleep, Stress"
57144,Low,0.3,"Over time, I have become less enthusiastic about my daily responsibilities. I can generally balance work responsibilities with personal commitments. I enjoy the challenges that come with my position.",over time i have become less enthusiastic about my daily responsibilities i can generally balance work responsibilities with personal commitments i enjoy the challenges that come with my position,Work-Life Balance
78225,Moderate,5.5,"In my current role, The pace of work can become challenging during busy periods. There are times when work-related thoughts affect my ability to relax. There are times when work-related pressure becomes noticeable.",in my current role the pace of work can become challenging during busy periods there are times when workrelated thoughts affect my ability to relax there are times when workrelated pressure becomes noticeable,"Workload, Stress"
34285,Low,3.1,"Recently, The projects I work on help me develop new skills and stay engaged. The team culture is collaborative and supportive.",the projects i work on help me develop new skills and stay engaged the team culture is collaborative and supportive,"Workload, Management"
11115,High,6.6,"Recently, There are periods when workload becomes difficult to manage. There are times when work-related pressure becomes noticeable.",there are periods when workload becomes difficult to manage there are times when workrelated pressure becomes noticeable,"Workload, Stress"
95150,Severe,10.0,"Recently, Additional managerial support would help reduce workplace stress. Poor sleep is affecting my concentration and productivity. I have noticed increasing signs of burnout over the past few months. I frequently feel anxious about upcoming deadlines.",additional managerial support would help reduce workplace stress poor sleep is affecting my concentration and productivity i have noticed increasing signs of burnout over the few i frequently feel anxious about upcoming deadlines,"Workload, Sleep, Stress, Management"
6193,Severe,10.0,"Over the past few months, I often feel mentally exhausted by the end of the workday. I rarely feel fully rested before beginning work. Persistent stress is affecting both my motivation and wellbeing.",over the few i often feel mentally exhausted by the end of the workday i rarely feel fully rested before beginning work persistent stress is affecting both my motivation and wellbeing,"Sleep, Stress"
10531,Moderate,4.5,"Over the past few months, Project deadlines can occasionally create additional pressure. Meeting deadlines can occasionally be stressful. Busy work schedules can impact my sleep routine.",over the few project deadlines can occasionally create additional pressure meeting deadlines can occasionally be stressful busy work schedules can impact my sleep routine,"Workload, Sleep, Stress"
11001,Moderate,5.0,"Over the past few months, Project deadlines can occasionally create additional pressure. There are times when work-related pressure becomes noticeable.",over the few project deadlines can occasionally create additional pressure there are times when workrelated pressure becomes noticeable,"Workload, Stress"
41235,Low,2.6,"From my experience, My overall job satisfaction has declined over time. My manager provides strong support whenever challenges arise. I enjoy working with my colleagues and feel comfortable sharing ideas.",from my my overall job satisfaction has declined over time my manager provides strong support whenever challenges arise i enjoy working with my colleagues and feel comfortable sharing ideas,Management
70814,Moderate,4.8,"From my experience, There are times when work-related pressure becomes noticeable. There are periods when workload becomes difficult to manage.",from my there are times when workrelated pressure becomes noticeable there are periods when workload becomes difficult to manage,"Workload, Stress"
5744,Moderate,3.6,"Over the past few months, I am satisfied with my current responsibilities and workload. I feel valued as part of a positive and productive team.",over the few i am satisfied with my current responsibilities and workload i feel valued as part of a positive and productive team,Workload
74064,Moderate,4.6,"Over the past few months, There are times when work-related pressure becomes noticeable. Some weeks require significantly more effort than others.",over the few there are times when workrelated pressure becomes noticeable some weeks require significantly more effort than others,"Workload, Stress"
74440,Moderate,3.6,"Over the past few months, Management creates an environment where employees feel supported. The organization provides enough flexibility to manage work effectively.",over the few management creates an environment where employees feel supported the organization provides enough flexibility to manage work effectively,Management
99761,Moderate,5.0,"From my experience, There are periods when workload becomes difficult to manage. There are times when work-related pressure becomes noticeable. Work responsibilities occasionally spill into personal time.",from my there are periods when workload becomes difficult to manage there are times when workrelated pressure becomes noticeable work responsibilities occasionally spill into personal time,"Workload, Stress, Work-Life Balance"
90709,Low,1.7,"From my experience, I have become less enthusiastic about my daily responsibilities. My manager provides strong support whenever challenges arise. I feel valued as part of a positive and productive team.",from my i have become less enthusiastic about my daily responsibilities my manager provides strong support whenever challenges arise i feel valued as part of a positive and productive team,Management
60494,Low,2.1,"Lately, My work feels meaningful and rewarding. The flexibility offered by the organization helps me maintain a healthy routine.",my work feels meaningful and rewarding the flexibility offered by the organization helps me maintain a healthy routine,
89577,Moderate,3.6,"Over the past few months, I enjoy the challenges that come with my position. Leadership is approachable and encourages open communication.",over the few i enjoy the challenges that come with my position leadership is approachable and encourages open communication,Management
74769,High,5.9,"From my experience, I occasionally feel pressure when managing multiple priorities. There are periods when workload becomes difficult to manage.",from my i occasionally feel pressure when managing multiple priorities there are periods when workload becomes difficult to manage,"Workload, Stress"
79659,High,5.9,"Over time, I sometimes find it difficult to maintain a healthy work-life balance. Project deadlines can occasionally create additional pressure. Meeting deadlines can occasionally be stressful. I have become less enthusiastic about my daily responsibilities.",over time i sometimes find it difficult to maintain a healthy worklife balance project deadlines can occasionally create additional pressure meeting deadlines can occasionally be stressful i have become less enthusiastic about my daily responsibilities,"Workload, Stress, Work-Life Balance"
12909,Severe,7.6,"Recently, I have noticed increasing signs of burnout over the past few months. Work-related stress has negatively impacted my sleep quality. Additional managerial support would help reduce workplace stress.",i have noticed increasing signs of burnout over the few workrelated stress has negatively impacted my sleep quality additional managerial support would help reduce workplace stress,"Sleep, Stress, Management"
63014,Moderate,3.8,"From my experience, I feel valued as part of a positive and productive team. I feel motivated and engaged in my role.",from my i feel valued as part of a positive and productive team i feel motivated and engaged in my role,
91561,High,5.7,"From my experience, The work feels less rewarding than it previously did. Some projects create periods of increased stress and responsibility. Some weeks require significantly more effort than others.",from my the work feels less rewarding than it previously did some projects create periods of increased stress and responsibility some weeks require significantly more effort than others,"Workload, Stress"
51644,Moderate,4.6,"In my current role, Work responsibilities occasionally spill into personal time. The pace of work can become challenging during busy periods. I occasionally feel pressure when managing multiple priorities. Stressful periods sometimes affect my sleep quality.",in my current role work responsibilities occasionally spill into personal time the pace of work can become challenging during busy periods i occasionally feel pressure when managing multiple priorities stressful periods sometimes affect my sleep quality,"Workload, Sleep, Stress, Work-Life Balance"
26165,High,7.0,"Over the past few months, I have noticed increasing signs of burnout over the past few months. I have become less enthusiastic about my daily responsibilities.",over the few i have noticed increasing signs of burnout over the few i have become less enthusiastic about my daily responsibilities,
24339,Low,0.0,"In my current role, I enjoy working with my colleagues and feel comfortable sharing ideas. I feel motivated and engaged in my role.",in my current role i enjoy working with my colleagues and feel comfortable sharing ideas i feel motivated and engaged in my role,
18143,Severe,10.0,"Recently, I frequently feel anxious about upcoming deadlines. I often feel mentally exhausted by the end of the workday. Recently, I have felt less motivated and engaged with my work.",i frequently feel anxious about upcoming deadlines i often feel mentally exhausted by the end of the workday i have felt less motivated and engaged with my work,"Workload, Stress"
18413,Severe,10.0,"Over the past few months, Poor sleep is affecting my concentration and productivity. Persistent stress is affecting both my motivation and wellbeing. I often feel mentally exhausted by the end of the workday. It is difficult to raise concerns when workload becomes excessive.",over the few poor sleep is affecting my concentration and productivity persistent stress is affecting both my motivation and wellbeing i often feel mentally exhausted by the end of the workday it is difficult to raise concerns when workload becomes excessive,"Workload, Sleep, Stress"
17338,Severe,9.5,"Over the past few months, Persistent stress is affecting both my motivation and wellbeing. The workload has become overwhelming and difficult to sustain.",over the few persistent stress is affecting both my motivation and wellbeing the workload has become overwhelming and difficult to sustain,"Workload, Stress"
31693,Moderate,3.9,"Recently, The flexibility offered by the organization helps me maintain a healthy routine. Leadership is approachable and encourages open communication.",the flexibility offered by the organization helps me maintain a healthy routine leadership is approachable and encourages open communication,Management
14248,Moderate,4.0,"From my experience, There are periods when workload becomes difficult to manage. Meeting deadlines can occasionally be stressful. I have become less enthusiastic about my daily responsibilities.",from my there are periods when workload becomes difficult to manage meeting deadlines can occasionally be stressful i have become less enthusiastic about my daily responsibilities,"Workload, Stress"
47869,Severe,7.6,"Recently, I frequently feel anxious about upcoming deadlines. Recently, I have felt less motivated and engaged with my work. The constant pressure has significantly affected my energy levels.",i frequently feel anxious about upcoming deadlines i have felt less motivated and engaged with my work the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress"
19738,Severe,9.8,"Lately, Persistent stress is affecting both my motivation and wellbeing. I often feel mentally exhausted by the end of the workday.",persistent stress is affecting both my motivation and wellbeing i often feel mentally exhausted by the end of the workday,Stress
72825,Low,2.1,"Over the past few months, Leadership is approachable and encourages open communication. I am satisfied with the learning opportunities available within the organization. My overall job satisfaction has declined over time.",over the few leadership is approachable and encourages open communication i am satisfied with the learning opportunities available within the organization my overall job satisfaction has declined over time,Management
90538,Severe,7.7,"Lately, I find it difficult to disconnect from work after office hours. I often feel mentally exhausted by the end of the workday. Persistent stress is affecting both my motivation and wellbeing.",i find it difficult to disconnect from work after office hours i often feel mentally exhausted by the end of the workday persistent stress is affecting both my motivation and wellbeing,"Stress, Work-Life Balance"
8589,Severe,7.3,"From my experience, Managing current responsibilities has become increasingly stressful. Work-related stress has negatively impacted my sleep quality. I often feel mentally exhausted by the end of the workday.",from my managing current responsibilities has become increasingly stressful workrelated stress has negatively impacted my sleep quality i often feel mentally exhausted by the end of the workday,"Sleep, Stress"
75124,Low,0.0,"From my experience, I enjoy working with my colleagues and feel comfortable sharing ideas. My work feels meaningful and rewarding.",from my i enjoy working with my colleagues and feel comfortable sharing ideas my work feels meaningful and rewarding,
61662,Low,1.8,"Over the past few months, My manager provides strong support whenever challenges arise. I enjoy working with my colleagues and feel comfortable sharing ideas.",over the few my manager provides strong support whenever challenges arise i enjoy working with my colleagues and feel comfortable sharing ideas,Management
61220,Severe,7.3,"Recently, I often feel mentally exhausted by the end of the workday.",i often feel mentally exhausted by the end of the workday,Stress
19403,Severe,9.2,"Lately, The workload has become overwhelming and difficult to sustain. I frequently feel anxious about upcoming deadlines. Poor sleep is affecting my concentration and productivity. Maintaining a healthy work-life balance has become increasingly challenging. The work feels less rewarding than it previously did.",the workload has become overwhelming and difficult to sustain i frequently feel anxious about upcoming deadlines poor sleep is affecting my concentration and productivity maintaining a healthy worklife balance has become increasingly challenging the work feels less rewarding than it previously did,"Workload, Sleep, Stress, Work-Life Balance"
32716,Low,3.4,"In my current role, I enjoy the challenges that come with my position. I receive useful feedback that helps me improve my performance.",in my current role i enjoy the challenges that come with my position i receive useful feedback that helps me improve my performance,Management
52570,Moderate,4.8,"Over the past few months, The pace of work can become challenging during busy periods. Meeting deadlines can occasionally be stressful.",over the few the pace of work can become challenging during busy periods meeting deadlines can occasionally be stressful,"Workload, Stress"
26335,Moderate,5.0,"From my experience, I sometimes find it difficult to maintain a healthy work-life balance. Meeting deadlines can occasionally be stressful. There are periods when workload becomes difficult to manage. Stressful periods sometimes affect my sleep quality.",from my i sometimes find it difficult to maintain a healthy worklife balance meeting deadlines can occasionally be stressful there are periods when workload becomes difficult to manage stressful periods sometimes affect my sleep quality,"Workload, Sleep, Stress, Work-Life Balance"
3734,Moderate,4.1,"From my experience, I have become less enthusiastic about my daily responsibilities. Some projects create periods of increased stress and responsibility. The pace of work can become challenging during busy periods.",from my i have become less enthusiastic about my daily responsibilities some projects create periods of increased stress and responsibility the pace of work can become challenging during busy periods,"Workload, Stress"
22915,Low,3.5,"From my experience, My work allows me to continuously improve my technical and professional skills. I enjoy working with my colleagues and feel comfortable sharing ideas.",from my my work allows me to continuously improve my technical and professional skills i enjoy working with my colleagues and feel comfortable sharing ideas,
93505,Moderate,5.4,"Recently, Some projects create periods of increased stress and responsibility. There are times when work-related thoughts affect my ability to relax. Project deadlines can occasionally create additional pressure.",some projects create periods of increased stress and responsibility there are times when workrelated thoughts affect my ability to relax project deadlines can occasionally create additional pressure,"Workload, Stress"
57336,High,6.6,"From my experience, Project deadlines can occasionally create additional pressure. I sometimes find it difficult to maintain a healthy work-life balance. I occasionally feel pressure when managing multiple priorities.",from my project deadlines can occasionally create additional pressure i sometimes find it difficult to maintain a healthy worklife balance i occasionally feel pressure when managing multiple priorities,"Workload, Stress, Work-Life Balance"
23343,Severe,10.0,"From my experience, Communication from management could be improved. The workload has become overwhelming and difficult to sustain. Persistent stress is affecting both my motivation and wellbeing.",from my communication from management could be improved the workload has become overwhelming and difficult to sustain persistent stress is affecting both my motivation and wellbeing,"Workload, Stress, Management"
55013,Moderate,4.7,"In my current role, Recently, I have felt less motivated and engaged with my work. There are periods when workload becomes difficult to manage. Meeting deadlines can occasionally be stressful. I occasionally struggle to feel fully rested before work.",in my current role i have felt less motivated and engaged with my work there are periods when workload becomes difficult to manage meeting deadlines can occasionally be stressful i occasionally struggle to feel fully rested before work,"Workload, Sleep, Stress"
35430,Moderate,5.0,"Recently, The pace of work can become challenging during busy periods. I occasionally feel pressure when managing multiple priorities.",the pace of work can become challenging during busy periods i occasionally feel pressure when managing multiple priorities,"Workload, Stress"
20975,High,5.9,"Recently, Some weeks require significantly more effort than others. Some projects create periods of increased stress and responsibility.",some weeks require significantly more effort than others some projects create periods of increased stress and responsibility,"Workload, Stress"
86740,High,6.3,"In my current role, I sometimes find it difficult to maintain a healthy work-life balance. The pace of work can become challenging during busy periods. Stressful periods sometimes affect my sleep quality.",in my current role i sometimes find it difficult to maintain a healthy worklife balance the pace of work can become challenging during busy periods stressful periods sometimes affect my sleep quality,"Workload, Sleep, Stress, Work-Life Balance"
69041,Severe,7.5,"Recently, Poor sleep is affecting my concentration and productivity. The pressure to meet expectations has become mentally draining. The constant pressure has significantly affected my energy levels.",poor sleep is affecting my concentration and productivity the pressure to meet expectations has become mentally draining the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress"
46378,Low,2.6,"Lately, I am satisfied with the learning opportunities available within the organization. The work feels less rewarding than it previously did. The team culture is collaborative and supportive.",i am satisfied with the learning opportunities available within the organization the work feels less rewarding than it previously did the team culture is collaborative and supportive,Management
86017,Severe,7.5,"Recently, The workload has become overwhelming and difficult to sustain. I rarely feel fully rested before beginning work. Persistent stress is affecting both my motivation and wellbeing.",the workload has become overwhelming and difficult to sustain i rarely feel fully rested before beginning work persistent stress is affecting both my motivation and wellbeing,"Workload, Sleep, Stress"
68003,Moderate,5.0,"Over time, There are times when work-related thoughts affect my ability to relax. There are periods when workload becomes difficult to manage. I occasionally feel pressure when managing multiple priorities.",over time there are times when workrelated thoughts affect my ability to relax there are periods when workload becomes difficult to manage i occasionally feel pressure when managing multiple priorities,"Workload, Stress"
49471,High,6.3,"Over the past few months, There are periods when workload becomes difficult to manage. Meeting deadlines can occasionally be stressful. There are times when work-related thoughts affect my ability to relax. I sometimes find it difficult to maintain a healthy work-life balance.",over the few there are periods when workload becomes difficult to manage meeting deadlines can occasionally be stressful there are times when workrelated thoughts affect my ability to relax i sometimes find it difficult to maintain a healthy worklife balance,"Workload, Stress, Work-Life Balance"
70437,Moderate,4.7,"Lately, Meeting deadlines can occasionally be stressful. Project deadlines can occasionally create additional pressure.",meeting deadlines can occasionally be stressful project deadlines can occasionally create additional pressure,"Workload, Stress"
53869,Low,3.1,"Recently, I can generally balance work responsibilities with personal commitments. Management creates an environment where employees feel supported.",i can generally balance work responsibilities with personal commitments management creates an environment where employees feel supported,"Management, Work-Life Balance"
16580,Low,2.6,"Lately, I can generally balance work responsibilities with personal commitments. The projects I work on help me develop new skills and stay engaged.",i can generally balance work responsibilities with personal commitments the projects i work on help me develop new skills and stay engaged,"Workload, Work-Life Balance"
61758,Moderate,4.6,"From my experience, Project deadlines can occasionally create additional pressure.",from my project deadlines can occasionally create additional pressure,"Workload, Stress"
32853,Low,2.7,"Recently, Leadership is approachable and encourages open communication. Team members are willing to help each other when challenges arise.",leadership is approachable and encourages open communication team members are willing to help each other when challenges arise,Management
39924,Severe,9.6,"Over the past few months, I rarely feel fully rested before beginning work. The pressure to meet expectations has become mentally draining. Additional managerial support would help reduce workplace stress. The constant pressure has significantly affected my energy levels.",over the few i rarely feel fully rested before beginning work the pressure to meet expectations has become mentally draining additional managerial support would help reduce workplace stress the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress, Management"
63421,High,5.9,"Over time, There are times when work-related pressure becomes noticeable. The pace of work can become challenging during busy periods.",over time there are times when workrelated pressure becomes noticeable the pace of work can become challenging during busy periods,"Workload, Stress"
20198,Low,2.2,"Lately, I receive useful feedback that helps me improve my performance. The organization provides enough flexibility to manage work effectively.",i receive useful feedback that helps me improve my performance the organization provides enough flexibility to manage work effectively,Management
5474,High,5.6,"From my experience, I have become less enthusiastic about my daily responsibilities. Busy periods occasionally affect my ability to disconnect from work. Some weeks require significantly more effort than others. Some projects create periods of increased stress and responsibility.",from my i have become less enthusiastic about my daily responsibilities busy periods occasionally affect my ability to disconnect from work some weeks require significantly more effort than others some projects create periods of increased stress and responsibility,"Workload, Stress, Work-Life Balance"
60200,Severe,7.6,"From my experience, The workload has become overwhelming and difficult to sustain. Persistent stress is affecting both my motivation and wellbeing. I rarely feel fully rested before beginning work.",from my the workload has become overwhelming and difficult to sustain persistent stress is affecting both my motivation and wellbeing i rarely feel fully rested before beginning work,"Workload, Sleep, Stress"
75112,Low,2.6,"Over the past few months, I am satisfied with the learning opportunities available within the organization. I receive useful feedback that helps me improve my performance.",over the few i am satisfied with the learning opportunities available within the organization i receive useful feedback that helps me improve my performance,Management
35837,Low,2.4,"Over time, I enjoy working with my colleagues and feel comfortable sharing ideas. The work feels less rewarding than it previously did. I am satisfied with my current responsibilities and workload.",over time i enjoy working with my colleagues and feel comfortable sharing ideas the work feels less rewarding than it previously did i am satisfied with my current responsibilities and workload,Workload
63236,Severe,8.6,"Lately, Managing current responsibilities has become increasingly stressful. I have become less enthusiastic about my daily responsibilities. The demands of my role leave little time for personal recovery. I have noticed increasing signs of burnout over the past few months. Additional managerial support would help reduce workplace stress.",managing current responsibilities has become increasingly stressful i have become less enthusiastic about my daily responsibilities the demands of my role leave little time for personal recovery i have noticed increasing signs of burnout over the few additional managerial support would help reduce workplace stress,"Stress, Management"
29516,Moderate,5.3,"Over the past few months, The pace of work can become challenging during busy periods. Busy work schedules can impact my sleep routine. There are times when work-related pressure becomes noticeable. Balancing work and personal commitments can sometimes be challenging.",over the few the pace of work can become challenging during busy periods busy work schedules can impact my sleep routine there are times when workrelated pressure becomes noticeable balancing work and personal commitments can sometimes be challenging,"Workload, Sleep, Stress, Work-Life Balance"
61671,Severe,7.7,"Over the past few months, I have become less enthusiastic about my daily responsibilities. Managing current responsibilities has become increasingly stressful. The workload has become overwhelming and difficult to sustain. Poor sleep is affecting my concentration and productivity.",over the few i have become less enthusiastic about my daily responsibilities managing current responsibilities has become increasingly stressful the workload has become overwhelming and difficult to sustain poor sleep is affecting my concentration and productivity,"Workload, Sleep, Stress"
92209,Low,0.8,"From my experience, Management creates an environment where employees feel supported. I am satisfied with my current responsibilities and workload.",from my management creates an environment where employees feel supported i am satisfied with my current responsibilities and workload,"Workload, Management"
41694,Severe,8.8,"Lately, My overall job satisfaction has declined over time. Persistent stress is affecting both my motivation and wellbeing. The constant pressure has significantly affected my energy levels. Work-related stress has negatively impacted my sleep quality.",my overall job satisfaction has declined over time persistent stress is affecting both my motivation and wellbeing the constant pressure has significantly affected my energy levels workrelated stress has negatively impacted my sleep quality,"Workload, Sleep, Stress"
26566,Severe,7.3,"Over the past few months, The pressure to meet expectations has become mentally draining. Recently, I have felt less motivated and engaged with my work. Work responsibilities regularly extend into my personal time. The workload has become overwhelming and difficult to sustain.",over the few the pressure to meet expectations has become mentally draining i have felt less motivated and engaged with my work work responsibilities regularly extend into my personal time the workload has become overwhelming and difficult to sustain,"Workload, Stress, Work-Life Balance"
92752,High,6.4,"Recently, I occasionally feel pressure when managing multiple priorities. The pace of work can become challenging during busy periods. Balancing work and personal commitments can sometimes be challenging.",i occasionally feel pressure when managing multiple priorities the pace of work can become challenging during busy periods balancing work and personal commitments can sometimes be challenging,"Workload, Stress, Work-Life Balance"
84606,High,6.4,"Over time, There are periods when workload becomes difficult to manage. I occasionally feel pressure when managing multiple priorities. Balancing work and personal commitments can sometimes be challenging. My overall job satisfaction has declined over time. I occasionally struggle to feel fully rested before work.",over time there are periods when workload becomes difficult to manage i occasionally feel pressure when managing multiple priorities balancing work and personal commitments can sometimes be challenging my overall job satisfaction has declined over time i occasionally struggle to feel fully rested before work,"Workload, Sleep, Stress, Work-Life Balance"
36589,Moderate,4.7,"Recently, There are periods when workload becomes difficult to manage. Busy periods occasionally affect my ability to disconnect from work. There are times when work-related pressure becomes noticeable.",there are periods when workload becomes difficult to manage busy periods occasionally affect my ability to disconnect from work there are times when workrelated pressure becomes noticeable,"Workload, Stress, Work-Life Balance"
84242,Low,0.2,"Over the past few months, I feel motivated and engaged in my role. I feel that my role provides excellent opportunities for professional growth.",over the few i feel motivated and engaged in my role i feel that my role provides excellent opportunities for professional growth,
37941,Severe,7.7,"Lately, The workload has become overwhelming and difficult to sustain. I would benefit from more support from leadership during demanding periods. Managing current responsibilities has become increasingly stressful.",the workload has become overwhelming and difficult to sustain i would benefit from more support from leadership during demanding periods managing current responsibilities has become increasingly stressful,"Workload, Stress, Management"
85998,Low,3.4,"Over the past few months, My work feels meaningful and rewarding. Recently, I have felt less motivated and engaged with my work. The projects I work on help me develop new skills and stay engaged.",over the few my work feels meaningful and rewarding i have felt less motivated and engaged with my work the projects i work on help me develop new skills and stay engaged,Workload
16695,Moderate,3.8,"Recently, I enjoy the challenges that come with my position. The projects I work on help me develop new skills and stay engaged.",i enjoy the challenges that come with my position the projects i work on help me develop new skills and stay engaged,Workload
72157,Severe,9.2,"From my experience, The workload has become overwhelming and difficult to sustain. Persistent stress is affecting both my motivation and wellbeing. Work-related stress has negatively impacted my sleep quality.",from my the workload has become overwhelming and difficult to sustain persistent stress is affecting both my motivation and wellbeing workrelated stress has negatively impacted my sleep quality,"Workload, Sleep, Stress"
12581,High,6.7,"Over time, Some weeks require significantly more effort than others. Some projects create periods of increased stress and responsibility.",over time some weeks require significantly more effort than others some projects create periods of increased stress and responsibility,"Workload, Stress"
97434,Severe,7.9,"From my experience, Managing current responsibilities has become increasingly stressful. Maintaining a healthy work-life balance has become increasingly challenging. The workload has become overwhelming and difficult to sustain. Work-related stress has negatively impacted my sleep quality.",from my managing current responsibilities has become increasingly stressful maintaining a healthy worklife balance has become increasingly challenging the workload has become overwhelming and difficult to sustain workrelated stress has negatively impacted my sleep quality,"Workload, Sleep, Stress, Work-Life Balance"
